,message_order,data,label
1989,1,ok,whoAreYou
1990,1,kk,notInterested
1991,4,okay,whoAreYou
1992,0,okay,whoAreYou
1993,2,work,greeting
1994,2,mere paas khud ka nai hai,notInterested
1995,4,ok,dontMeetRequirements
1997,2,ok sir,whoAreYou
1998,4,hello,greeting
1999,0,bike,greeting
